 MAVIR MKp - Adatok letõltése;
;
Létrehozás dátuma: 2019.06.04.;
Létrehozás idõpontja: 8:52;
Adatok letõltése az alábbi helyrõl:;EONEROMU;
;
Mérési pont ID + Mutatószám(ok);
1: HU000120B11-U-NAPE-SZIGVA-0400-32 // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) (DPID: 16691) // 2.29.99.128  TG15 A-;

Egyedi értékek;
Mérési idõszak (perc);15;;;;
Mennyiségi egység;kW;;;;
Dátum / idõ;1. Adatsor;Állapot;Hihetoség;
2019.01.08. 6:00;0,000;W;E (1);
2019.01.08. 6:15;0,000;W;E (1);
2019.01.08. 6:30;0,000;W;E (1);
2019.01.08. 6:45;0,000;W;E (1);
2019.01.08. 7:00;0,000;W;E (1);
2019.01.08. 7:15;0,100;W;E (1);
2019.01.08. 7:30;0,399;W;E (1);
2019.01.08. 7:45;2,694;W;E (1);
2019.01.08. 8:00;12,971;W;E (1);
2019.01.08. 8:15;25,643;W;E (1);
2019.01.08. 8:30;29,833;W;E (1);
2019.01.08. 8:45;32,727;W;E (1);
2019.01.08. 9:00;45,299;W;E (1);
2019.01.08. 9:15;63,558;W;E (1);
2019.01.08. 9:30;60,266;W;E (1);
2019.01.08. 9:45;62,860;W;E (1);
2019.01.08. 10:00;60,365;W;E (1);
2019.01.08. 10:15;62,860;W;E (1);
2019.01.08. 10:30;71,441;W;E (1);
2019.01.08. 10:45;79,323;W;E (1);
2019.01.08. 11:00;77,328;W;E (1);
2019.01.08. 11:15;75,232;W;E (1);
2019.01.08. 11:30;86,507;W;E (1);
2019.01.08. 11:45;97,682;W;E (1);
2019.01.08. 12:00;93,092;W;E (1);
2019.01.08. 12:15;65,654;W;E (1);
2019.01.08. 12:30;67,649;W;E (1);
2019.01.08. 12:45;51,086;W;E (1);
2019.01.08. 13:00;21,851;W;E (1);
2019.01.08. 13:15;12,672;W;E (1);
2019.01.08. 13:30;10,576;W;E (1);
2019.01.08. 13:45;9,778;W;E (1);
2019.01.08. 14:00;11,474;W;E (1);
2019.01.08. 14:15;8,780;W;E (1);
2019.01.08. 14:30;8,082;W;E (1);
2019.01.08. 14:45;11,275;W;E (1);
2019.01.08. 15:00;6,984;W;E (1);
2019.01.08. 15:15;5,787;W;E (1);
2019.01.08. 15:30;4,091;W;E (1);
2019.01.08. 15:45;1,397;W;E (1);
2019.01.08. 16:00;0,598;W;E (1);
2019.01.08. 16:15;0,000;W;E (1);
2019.01.08. 16:30;0,000;W;E (1);
2019.01.08. 16:45;0,000;W;E (1);
2019.01.08. 17:00;0,000;W;E (1);
2019.01.08. 17:15;0,000;W;E (1);
2019.01.08. 17:30;0,000;W;E (1);
2019.01.08. 17:45;0,000;W;E (1);
2019.01.08. 18:00;0,000;W;E (1);
2019.01.08. 18:15;0,000;W;E (1);
2019.01.08. 18:30;0,000;W;E (1);
2019.01.08. 18:45;0,000;W;E (1);
2019.01.08. 19:00;0,000;W;E (1);
2019.01.08. 19:15;0,000;W;E (1);
2019.01.08. 19:30;0,000;W;E (1);
2019.01.08. 19:45;0,000;W;E (1);
2019.01.08. 20:00;0,000;W;E (1);
2019.01.08. 20:15;0,000;W;E (1);
2019.01.08. 20:30;0,000;W;E (1);
2019.01.08. 20:45;0,000;W;E (1);
2019.01.08. 21:00;0,000;W;E (1);
2019.01.08. 21:15;0,000;W;E (1);
2019.01.08. 21:30;0,000;W;E (1);
2019.01.08. 21:45;0,000;W;E (1);
2019.01.08. 22:00;0,000;W;E (1);
2019.01.08. 22:15;0,000;W;E (1);
2019.01.08. 22:30;0,000;W;E (1);
2019.01.08. 22:45;0,000;W;E (1);
2019.01.08. 23:00;0,000;W;E (1);
2019.01.08. 23:15;0,000;W;E (1);
2019.01.08. 23:30;0,000;W;E (1);
2019.01.08. 23:45;0,000;W;E (1);
2019.01.09. 0:00;0,000;W;E (1);
2019.01.09. 0:15;0,000;W;E (1);
2019.01.09. 0:30;0,000;W;E (1);
2019.01.09. 0:45;0,000;W;E (1);
2019.01.09. 1:00;0,000;W;E (1);
2019.01.09. 1:15;0,000;W;E (1);
2019.01.09. 1:30;0,000;W;E (1);
2019.01.09. 1:45;0,000;W;E (1);
2019.01.09. 2:00;0,000;W;E (1);
2019.01.09. 2:15;0,000;W;E (1);
2019.01.09. 2:30;0,000;W;E (1);
2019.01.09. 2:45;0,000;W;E (1);
2019.01.09. 3:00;0,000;W;E (1);
2019.01.09. 3:15;0,000;W;E (1);
2019.01.09. 3:30;0,000;W;E (1);
2019.01.09. 3:45;0,000;W;E (1);
2019.01.09. 4:00;0,000;W;E (1);
2019.01.09. 4:15;0,000;W;E (1);
2019.01.09. 4:30;0,000;W;E (1);
2019.01.09. 4:45;0,000;W;E (1);
2019.01.09. 5:00;0,000;W;E (1);
2019.01.09. 5:15;0,000;W;E (1);
2019.01.09. 5:30;0,000;W;E (1);
2019.01.09. 5:45;0,000;W;E (1);
2019.01.09. 6:00;0,000;W;E (1);
2019.01.09. 6:15;0,000;W;E (1);
2019.01.09. 6:30;0,000;W;E (1);
2019.01.09. 6:45;0,000;W;E (1);
2019.01.09. 7:00;0,000;W;E (1);
2019.01.09. 7:15;0,000;W;E (1);
2019.01.09. 7:30;0,000;W;E (1);
2019.01.09. 7:45;0,100;W;E (1);
2019.01.09. 8:00;1,696;W;E (1);
2019.01.09. 8:15;6,884;W;E (1);
2019.01.09. 8:30;15,565;W;E (1);
2019.01.09. 8:45;35,421;W;E (1);
2019.01.09. 9:00;44,900;W;E (1);
2019.01.09. 9:15;26,541;W;E (1);
2019.01.09. 9:30;18,658;W;E (1);
2019.01.09. 9:45;16,363;W;E (1);
2019.01.09. 10:00;20,155;W;E (1);
2019.01.09. 10:15;14,268;W;E (1);
2019.01.09. 10:30;36,419;W;E (1);
2019.01.09. 10:45;66,352;W;E (1);
2019.01.09. 11:00;69,844;W;E (1);
2019.01.09. 11:15;79,622;W;E (1);
2019.01.09. 11:30;124,024;W;E (1);
2019.01.09. 11:45;145,376;W;E (1);
2019.01.09. 12:00;247,948;W;E (1);
2019.01.09. 12:15;329,266;W;E (1);
2019.01.09. 12:30;316,994;W;E (1);
2019.01.09. 12:45;361,495;W;E (1);
2019.01.09. 13:00;290,353;W;E (1);
2019.01.09. 13:15;108,159;W;E (1);
2019.01.09. 13:30;71,042;W;E (1);
2019.01.09. 13:45;94,390;W;E (1);
2019.01.09. 14:00;111,551;W;E (1);
2019.01.09. 14:15;53,381;W;E (1);
2019.01.09. 14:30;109,556;W;E (1);
2019.01.09. 14:45;97,084;W;E (1);
2019.01.09. 15:00;117,837;W;E (1);
2019.01.09. 15:15;97,882;W;E (1);
2019.01.09. 15:30;33,525;W;E (1);
2019.01.09. 15:45;18,060;W;E (1);
2019.01.09. 16:00;13,570;W;E (1);
2019.01.09. 16:15;5,388;W;E (1);
2019.01.09. 16:30;1,397;W;E (1);
2019.01.09. 16:45;0,000;W;E (1);
2019.01.09. 17:00;0,000;W;E (1);
2019.01.09. 17:15;0,000;W;E (1);
2019.01.09. 17:30;0,000;W;E (1);
2019.01.09. 17:45;0,000;W;E (1);
2019.01.09. 18:00;0,000;W;E (1);
2019.01.09. 18:15;0,000;W;E (1);
2019.01.09. 18:30;0,000;W;E (1);
2019.01.09. 18:45;0,000;W;E (1);
2019.01.09. 19:00;0,000;W;E (1);
2019.01.09. 19:15;0,000;W;E (1);
2019.01.09. 19:30;0,000;W;E (1);
2019.01.09. 19:45;0,000;W;E (1);
2019.01.09. 20:00;0,000;W;E (1);
2019.01.09. 20:15;0,000;W;E (1);
2019.01.09. 20:30;0,000;W;E (1);
2019.01.09. 20:45;0,000;W;E (1);
2019.01.09. 21:00;0,000;W;E (1);
2019.01.09. 21:15;0,000;m;E (1);
2019.01.09. 21:30;0,000;W;E (1);
2019.01.09. 21:45;0,000;W;E (1);
2019.01.09. 22:00;0,000;W;E (1);
2019.01.09. 22:15;0,000;W;E (1);
2019.01.09. 22:30;0,000;W;E (1);
2019.01.09. 22:45;0,000;W;E (1);
2019.01.09. 23:00;0,000;W;E (1);
2019.01.09. 23:15;0,000;W;E (1);
2019.01.09. 23:30;0,000;W;E (1);
2019.01.09. 23:45;0,000;W;E (1);
2019.01.10. 0:00;0,000;W;E (1);
2019.01.10. 0:15;0,000;W;E (1);
2019.01.10. 0:30;0,000;W;E (1);
2019.01.10. 0:45;0,000;W;E (1);
2019.01.10. 1:00;0,000;W;E (1);
2019.01.10. 1:15;0,000;W;E (1);
2019.01.10. 1:30;0,000;W;E (1);
2019.01.10. 1:45;0,000;W;E (1);
2019.01.10. 2:00;0,000;W;E (1);
2019.01.10. 2:15;0,000;W;E (1);
2019.01.10. 2:30;0,000;W;E (1);
2019.01.10. 2:45;0,000;W;E (1);
2019.01.10. 3:00;0,000;W;E (1);
2019.01.10. 3:15;0,000;W;E (1);
2019.01.10. 3:30;0,000;W;E (1);
2019.01.10. 3:45;0,000;W;E (1);
2019.01.10. 4:00;0,000;W;E (1);
2019.01.10. 4:15;0,000;W;E (1);
2019.01.10. 4:30;0,000;W;E (1);
2019.01.10. 4:45;0,000;W;E (1);
2019.01.10. 5:00;0,000;W;E (1);
2019.01.10. 5:15;0,000;W;E (1);
2019.01.10. 5:30;0,000;W;E (1);
2019.01.10. 5:45;0,000;W;E (1);
2019.01.10. 6:00;0,000;W;E (1);
2019.01.10. 6:15;0,000;W;E (1);
2019.01.10. 6:30;0,000;W;E (1);
2019.01.10. 6:45;0,000;W;E (1);
2019.01.10. 7:00;0,000;W;E (1);
2019.01.10. 7:15;0,000;W;E (1);
2019.01.10. 7:30;0,000;W;E (1);
2019.01.10. 7:45;1,995;W;E (1);
2019.01.10. 8:00;11,175;W;E (1);
2019.01.10. 8:15;20,853;W;E (1);
2019.01.10. 8:30;44,600;W;E (1);
2019.01.10. 8:45;89,800;W;E (1);
2019.01.10. 9:00;56,574;W;E (1);
2019.01.10. 9:15;62,261;W;E (1);
2019.01.10. 9:30;63,458;W;E (1);
2019.01.10. 9:45;31,829;W;E (1);
2019.01.10. 10:00;43,802;W;E (1);
2019.01.10. 10:15;54,279;W;E (1);
2019.01.10. 10:30;71,441;W;E (1);
2019.01.10. 10:45;126,318;W;E (1);
2019.01.10. 11:00;113,946;W;E (1);
2019.01.10. 11:15;112,948;W;E (1);
2019.01.10. 11:30;108,658;W;E (1);
2019.01.10. 11:45;114,545;W;E (1);
2019.01.10. 12:00;127,316;W;E (1);
2019.01.10. 12:15;115,343;W;E (1);
2019.01.10. 12:30;119,134;W;E (1);
2019.01.10. 12:45;79,124;W;E (1);
2019.01.10. 13:00;56,075;W;E (1);
2019.01.10. 13:15;64,556;W;E (1);
2019.01.10. 13:30;53,481;W;E (1);
2019.01.10. 13:45;47,095;W;E (1);
2019.01.10. 14:00;34,822;W;E (1);
2019.01.10. 14:15;42,804;W;E (1);
2019.01.10. 14:30;32,827;W;E (1);
2019.01.10. 14:45;27,040;W;E (1);
2019.01.10. 15:00;20,754;W;E (1);
2019.01.10. 15:15;16,563;W;E (1);
2019.01.10. 15:30;9,878;W;E (1);
2019.01.10. 15:45;8,581;W;E (1);
2019.01.10. 16:00;3,692;W;E (1);
2019.01.10. 16:15;1,596;W;E (1);
2019.01.10. 16:30;0,100;W;E (1);
2019.01.10. 16:45;0,000;W;E (1);
2019.01.10. 17:00;0,000;W;E (1);
2019.01.10. 17:15;0,000;W;E (1);
2019.01.10. 17:30;0,000;W;E (1);
2019.01.10. 17:45;0,000;W;E (1);
2019.01.10. 18:00;0,000;W;E (1);
2019.01.10. 18:15;0,000;W;E (1);
2019.01.10. 18:30;0,000;W;E (1);
2019.01.10. 18:45;0,000;W;E (1);
2019.01.10. 19:00;0,000;W;E (1);
2019.01.10. 19:15;0,000;W;E (1);
2019.01.10. 19:30;0,000;W;E (1);
2019.01.10. 19:45;0,000;W;E (1);
2019.01.10. 20:00;0,000;W;E (1);
2019.01.10. 20:15;0,000;W;E (1);
2019.01.10. 20:30;0,000;W;E (1);
2019.01.10. 20:45;0,000;W;E (1);
2019.01.10. 21:00;0,000;W;E (1);
2019.01.10. 21:15;0,000;W;E (1);
2019.01.10. 21:30;0,000;W;E (1);
2019.01.10. 21:45;0,000;W;E (1);
2019.01.10. 22:00;0,000;W;E (1);
2019.01.10. 22:15;0,000;W;E (1);
2019.01.10. 22:30;0,000;W;E (1);
2019.01.10. 22:45;0,000;W;E (1);
2019.01.10. 23:00;0,000;W;E (1);
2019.01.10. 23:15;0,000;W;E (1);
2019.01.10. 23:30;0,000;W;E (1);
2019.01.10. 23:45;0,000;W;E (1);
2019.01.11. 0:00;0,000;W;E (1);
2019.01.11. 0:15;0,000;W;E (1);
2019.01.11. 0:30;0,000;W;E (1);
2019.01.11. 0:45;0,000;W;E (1);
2019.01.11. 1:00;0,000;W;E (1);
2019.01.11. 1:15;0,000;W;E (1);
2019.01.11. 1:30;0,000;W;E (1);
2019.01.11. 1:45;0,000;W;E (1);
2019.01.11. 2:00;0,000;W;E (1);
2019.01.11. 2:15;0,000;W;E (1);
2019.01.11. 2:30;0,000;W;E (1);
2019.01.11. 2:45;0,000;W;E (1);
2019.01.11. 3:00;0,000;W;E (1);
2019.01.11. 3:15;0,000;W;E (1);
2019.01.11. 3:30;0,000;W;E (1);
2019.01.11. 3:45;0,000;W;E (1);
2019.01.11. 4:00;0,000;W;E (1);
2019.01.11. 4:15;0,000;W;E (1);
2019.01.11. 4:30;0,000;W;E (1);
2019.01.11. 4:45;0,000;W;E (1);
2019.01.11. 5:00;0,000;W;E (1);
2019.01.11. 5:15;0,000;W;E (1);
2019.01.11. 5:30;0,000;W;E (1);
2019.01.11. 5:45;0,000;W;E (1);
2019.01.11. 6:00;0,000;W;E (1);
2019.01.11. 6:15;0,000;W;E (1);
2019.01.11. 6:30;0,000;W;E (1);
2019.01.11. 6:45;0,000;W;E (1);
2019.01.11. 7:00;0,000;W;E (1);
2019.01.11. 7:15;0,000;W;E (1);
2019.01.11. 7:30;0,000;W;E (1);
2019.01.11. 7:45;0,399;W;E (1);
2019.01.11. 8:00;1,995;W;E (1);
2019.01.11. 8:15;9,279;W;E (1);
2019.01.11. 8:30;19,856;W;E (1);
2019.01.11. 8:45;32,527;W;E (1);
2019.01.11. 9:00;43,902;W;E (1);
2019.01.11. 9:15;58,968;W;E (1);
2019.01.11. 9:30;76,829;W;E (1);
2019.01.11. 9:45;101,574;W;E (1);
2019.01.11. 10:00;122,926;W;E (1);
2019.01.11. 10:15;149,966;W;E (1);
2019.01.11. 10:30;164,733;W;E (1);
2019.01.11. 10:45;264,212;W;E (1);
2019.01.11. 11:00;288,856;W;E (1);
2019.01.11. 11:15;280,376;W;E (1);
2019.01.11. 11:30;340,242;W;E (1);
2019.01.11. 11:45;237,870;W;E (1);
2019.01.11. 12:00;190,076;W;E (1);
2019.01.11. 12:15;184,988;W;E (1);
2019.01.11. 12:30;188,979;W;E (1);
2019.01.11. 12:45;145,077;W;E (1);
2019.01.11. 13:00;349,422;W;E (1);
2019.01.11. 13:15;285,764;W;E (1);
2019.01.11. 13:30;201,950;W;E (1);
2019.01.11. 13:45;208,236;W;E (1);
2019.01.11. 14:00;99,079;W;E (1);
2019.01.11. 14:15;152,161;W;E (1);
2019.01.11. 14:30;144,278;W;E (1);
2019.01.11. 14:45;76,729;W;E (1);
2019.01.11. 15:00;103,370;W;E (1);
2019.01.11. 15:15;100,177;W;E (1);
2019.01.11. 15:30;71,740;W;E (1);
2019.01.11. 15:45;57,073;W;E (1);
2019.01.11. 16:00;19,955;W;E (1);
2019.01.11. 16:15;6,685;W;E (1);
2019.01.11. 16:30;1,397;W;E (1);
2019.01.11. 16:45;0,000;W;E (1);
2019.01.11. 17:00;0,000;W;E (1);
2019.01.11. 17:15;0,000;W;E (1);
2019.01.11. 17:30;0,000;W;E (1);
2019.01.11. 17:45;0,000;W;E (1);
2019.01.11. 18:00;0,000;W;E (1);
2019.01.11. 18:15;0,000;W;E (1);
2019.01.11. 18:30;0,000;W;E (1);
2019.01.11. 18:45;0,000;W;E (1);
2019.01.11. 19:00;0,000;W;E (1);
2019.01.11. 19:15;0,000;W;E (1);
2019.01.11. 19:30;0,000;W;E (1);
2019.01.11. 19:45;0,000;W;E (1);
2019.01.11. 20:00;0,000;W;E (1);
2019.01.11. 20:15;0,000;W;E (1);
2019.01.11. 20:30;0,000;W;E (1);
2019.01.11. 20:45;0,000;W;E (1);
2019.01.11. 21:00;0,000;W;E (1);
2019.01.11. 21:15;0,000;W;E (1);
2019.01.11. 21:30;0,000;W;E (1);
2019.01.11. 21:45;0,000;W;E (1);
2019.01.11. 22:00;0,000;W;E (1);
2019.01.11. 22:15;0,000;W;E (1);
2019.01.11. 22:30;0,000;W;E (1);
2019.01.11. 22:45;0,000;W;E (1);
2019.01.11. 23:00;0,000;W;E (1);
2019.01.11. 23:15;0,000;W;E (1);
2019.01.11. 23:30;0,000;W;E (1);
2019.01.11. 23:45;0,000;W;E (1);
2019.01.12. 0:00;0,000;W;E (1);
2019.01.12. 0:15;0,000;W;E (1);
2019.01.12. 0:30;0,000;W;E (1);
2019.01.12. 0:45;0,000;W;E (1);
2019.01.12. 1:00;0,000;W;E (1);
2019.01.12. 1:15;0,000;W;E (1);
2019.01.12. 1:30;0,000;W;E (1);
2019.01.12. 1:45;0,000;W;E (1);
2019.01.12. 2:00;0,000;W;E (1);
2019.01.12. 2:15;0,000;W;E (1);
2019.01.12. 2:30;0,000;W;E (1);
2019.01.12. 2:45;0,000;W;E (1);
2019.01.12. 3:00;0,000;W;E (1);
2019.01.12. 3:15;0,000;W;E (1);
2019.01.12. 3:30;0,000;W;E (1);
2019.01.12. 3:45;0,000;W;E (1);
2019.01.12. 4:00;0,000;W;E (1);
2019.01.12. 4:15;0,000;W;E (1);
2019.01.12. 4:30;0,000;W;E (1);
2019.01.12. 4:45;0,000;W;E (1);
2019.01.12. 5:00;0,000;W;E (1);
2019.01.12. 5:15;0,000;W;E (1);
2019.01.12. 5:30;0,000;W;E (1);
2019.01.12. 5:45;0,000;W;E (1);
2019.01.12. 6:00;0,000;W;E (1);
2019.01.12. 6:15;0,000;W;E (1);
2019.01.12. 6:30;0,000;W;E (1);
2019.01.12. 6:45;0,000;W;E (1);
2019.01.12. 7:00;0,000;W;E (1);
2019.01.12. 7:15;0,000;W;E (1);
2019.01.12. 7:30;0,100;W;E (1);
2019.01.12. 7:45;2,295;W;E (1);
2019.01.12. 8:00;8,082;W;E (1);
2019.01.12. 8:15;20,754;W;E (1);
2019.01.12. 8:30;23,747;W;E (1);
2019.01.12. 8:45;18,259;W;E (1);
2019.01.12. 9:00;12,971;W;E (1);
2019.01.12. 9:15;14,168;W;E (1);
2019.01.12. 9:30;15,166;W;E (1);
2019.01.12. 9:45;12,073;W;E (1);
2019.01.12. 10:00;26,541;W;E (1);
2019.01.12. 10:15;41,108;W;E (1);
2019.01.12. 10:30;51,286;W;E (1);
2019.01.12. 10:45;59,966;W;E (1);
2019.01.12. 11:00;59,368;W;E (1);
2019.01.12. 11:15;57,272;W;E (1);
2019.01.12. 11:30;57,971;W;E (1);
2019.01.12. 11:45;65,554;W;E (1);
2019.01.12. 12:00;71,740;W;E (1);
2019.01.12. 12:15;59,168;W;E (1);
2019.01.12. 12:30;70,343;W;E (1);
2019.01.12. 12:45;77,328;W;E (1);
2019.01.12. 13:00;78,425;W;E (1);
2019.01.12. 13:15;63,957;W;E (1);
2019.01.12. 13:30;60,864;W;E (1);
2019.01.12. 13:45;59,866;W;E (1);
2019.01.12. 14:00;55,277;W;E (1);
2019.01.12. 14:15;46,496;W;E (1);
2019.01.12. 14:30;36,618;W;E (1);
2019.01.12. 14:45;27,938;W;E (1);
2019.01.12. 15:00;28,436;W;E (1);
2019.01.12. 15:15;23,348;W;E (1);
2019.01.12. 15:30;14,966;W;E (1);
2019.01.12. 15:45;8,082;W;E (1);
2019.01.12. 16:00;3,292;W;E (1);
2019.01.12. 16:15;1,197;W;E (1);
2019.01.12. 16:30;0,100;W;E (1);
2019.01.12. 16:45;0,000;W;E (1);
2019.01.12. 17:00;0,000;W;E (1);
2019.01.12. 17:15;0,000;W;E (1);
2019.01.12. 17:30;0,000;W;E (1);
2019.01.12. 17:45;0,000;W;E (1);
2019.01.12. 18:00;0,000;W;E (1);
2019.01.12. 18:15;0,000;W;E (1);
2019.01.12. 18:30;0,000;W;E (1);
2019.01.12. 18:45;0,000;W;E (1);
2019.01.12. 19:00;0,000;W;E (1);
2019.01.12. 19:15;0,000;W;E (1);
2019.01.12. 19:30;0,000;W;E (1);
2019.01.12. 19:45;0,000;W;E (1);
2019.01.12. 20:00;0,000;W;E (1);
2019.01.12. 20:15;0,000;W;E (1);
2019.01.12. 20:30;0,000;W;E (1);
2019.01.12. 20:45;0,000;W;E (1);
2019.01.12. 21:00;0,000;W;E (1);
2019.01.12. 21:15;0,000;W;E (1);
2019.01.12. 21:30;0,000;W;E (1);
2019.01.12. 21:45;0,000;W;E (1);
2019.01.12. 22:00;0,000;W;E (1);
2019.01.12. 22:15;0,000;W;E (1);
2019.01.12. 22:30;0,000;W;E (1);
2019.01.12. 22:45;0,000;W;E (1);
2019.01.12. 23:00;0,000;W;E (1);
2019.01.12. 23:15;0,000;W;E (1);
2019.01.12. 23:30;0,000;W;E (1);
2019.01.12. 23:45;0,000;W;E (1);
2019.01.13. 0:00;0,000;W;E (1);
2019.01.13. 0:15;0,000;W;E (1);
2019.01.13. 0:30;0,000;W;E (1);
2019.01.13. 0:45;0,000;W;E (1);
2019.01.13. 1:00;0,000;W;E (1);
2019.01.13. 1:15;0,000;W;E (1);
2019.01.13. 1:30;0,000;W;E (1);
2019.01.13. 1:45;0,000;W;E (1);
2019.01.13. 2:00;0,000;W;E (1);
2019.01.13. 2:15;0,000;W;E (1);
2019.01.13. 2:30;0,000;W;E (1);
2019.01.13. 2:45;0,000;W;E (1);
2019.01.13. 3:00;0,000;W;E (1);
2019.01.13. 3:15;0,000;W;E (1);
2019.01.13. 3:30;0,000;W;E (1);
2019.01.13. 3:45;0,000;W;E (1);
2019.01.13. 4:00;0,000;W;E (1);
2019.01.13. 4:15;0,000;W;E (1);
2019.01.13. 4:30;0,000;W;E (1);
2019.01.13. 4:45;0,000;W;E (1);
2019.01.13. 5:00;0,000;W;E (1);
2019.01.13. 5:15;0,000;W;E (1);
2019.01.13. 5:30;0,000;W;E (1);
2019.01.13. 5:45;0,000;W;E (1);
2019.01.13. 6:00;0,000;W;E (1);
2019.01.13. 6:15;0,000;W;E (1);
2019.01.13. 6:30;0,000;W;E (1);
2019.01.13. 6:45;0,000;W;E (1);
2019.01.13. 7:00;0,000;W;E (1);
2019.01.13. 7:15;0,000;W;E (1);
2019.01.13. 7:30;0,000;W;E (1);
2019.01.13. 7:45;2,694;W;E (1);
2019.01.13. 8:00;6,386;W;E (1);
2019.01.13. 8:15;13,969;W;E (1);
2019.01.13. 8:30;23,348;W;E (1);
2019.01.13. 8:45;31,430;W;E (1);
2019.01.13. 9:00;32,428;W;E (1);
2019.01.13. 9:15;58,070;W;E (1);
2019.01.13. 9:30;122,527;W;E (1);
2019.01.13. 9:45;130,709;W;E (1);
2019.01.13. 10:00;91,995;W;E (1);
2019.01.13. 10:15;98,381;W;E (1);
2019.01.13. 10:30;126,518;W;E (1);
2019.01.13. 10:45;275,686;W;E (1);
2019.01.13. 11:00;331,861;W;E (1);
2019.01.13. 11:15;356,107;W;E (1);
2019.01.13. 11:30;363,690;W;E (1);
2019.01.13. 11:45;368,878;W;E (1);
2019.01.13. 12:00;372,670;W;E (1);
2019.01.13. 12:15;371,972;W;E (1);
2019.01.13. 12:30;367,282;W;E (1);
2019.01.13. 12:45;358,701;W;E (1);
2019.01.13. 13:00;342,736;W;E (1);
2019.01.13. 13:15;316,395;W;E (1);
2019.01.13. 13:30;279,378;W;E (1);
2019.01.13. 13:45;229,190;W;E (1);
2019.01.13. 14:00;187,782;W;E (1);
2019.01.13. 14:15;180,099;W;E (1);
2019.01.13. 14:30;151,363;W;E (1);
2019.01.13. 14:45;141,285;W;E (1);
2019.01.13. 15:00;117,538;W;E (1);
2019.01.13. 15:15;86,906;W;E (1);
2019.01.13. 15:30;51,784;W;E (1);
2019.01.13. 15:45;26,042;W;E (1);
2019.01.13. 16:00;6,086;W;E (1);
2019.01.13. 16:15;2,594;W;E (1);
2019.01.13. 16:30;0,499;W;E (1);
2019.01.13. 16:45;0,000;W;E (1);
2019.01.13. 17:00;0,000;W;E (1);
2019.01.13. 17:15;0,000;W;E (1);
2019.01.13. 17:30;0,000;W;E (1);
2019.01.13. 17:45;0,000;W;E (1);
2019.01.13. 18:00;0,000;W;E (1);
2019.01.13. 18:15;0,000;W;E (1);
2019.01.13. 18:30;0,000;W;E (1);
2019.01.13. 18:45;0,000;W;E (1);
2019.01.13. 19:00;0,000;W;E (1);
2019.01.13. 19:15;0,000;W;E (1);
2019.01.13. 19:30;0,000;W;E (1);
2019.01.13. 19:45;0,000;W;E (1);
2019.01.13. 20:00;0,000;W;E (1);
2019.01.13. 20:15;0,000;W;E (1);
2019.01.13. 20:30;0,000;W;E (1);
2019.01.13. 20:45;0,000;W;E (1);
2019.01.13. 21:00;0,000;W;E (1);
2019.01.13. 21:15;0,000;W;E (1);
2019.01.13. 21:30;0,000;W;E (1);
2019.01.13. 21:45;0,000;W;E (1);
2019.01.13. 22:00;0,000;W;E (1);
2019.01.13. 22:15;0,000;W;E (1);
2019.01.13. 22:30;0,000;W;E (1);
2019.01.13. 22:45;0,000;W;E (1);
2019.01.13. 23:00;0,000;W;E (1);
2019.01.13. 23:15;0,000;W;E (1);
2019.01.13. 23:30;0,000;W;E (1);
2019.01.13. 23:45;0,000;W;E (1);
2019.01.14. 0:00;0,000;W;E (1);
2019.01.14. 0:15;0,000;W;E (1);
2019.01.14. 0:30;0,000;W;E (1);
2019.01.14. 0:45;0,000;W;E (1);
2019.01.14. 1:00;0,000;W;E (1);
2019.01.14. 1:15;0,000;W;E (1);
2019.01.14. 1:30;0,000;W;E (1);
2019.01.14. 1:45;0,000;W;E (1);
2019.01.14. 2:00;0,000;W;E (1);
2019.01.14. 2:15;0,000;W;E (1);
2019.01.14. 2:30;0,000;W;E (1);
2019.01.14. 2:45;0,000;W;E (1);
2019.01.14. 3:00;0,000;W;E (1);
2019.01.14. 3:15;0,000;W;E (1);
2019.01.14. 3:30;0,000;W;E (1);
2019.01.14. 3:45;0,000;W;E (1);
2019.01.14. 4:00;0,000;W;E (1);
2019.01.14. 4:15;0,000;W;E (1);
2019.01.14. 4:30;0,000;W;E (1);
2019.01.14. 4:45;0,000;W;E (1);
2019.01.14. 5:00;0,000;W;E (1);
2019.01.14. 5:15;0,000;W;E (1);
2019.01.14. 5:30;0,000;W;E (1);
2019.01.14. 5:45;0,000;W;E (1);
2019.01.14. 6:00;0,000;W;E (1);
2019.01.14. 6:15;0,000;W;E (1);
2019.01.14. 6:30;0,000;W;E (1);
2019.01.14. 6:45;0,000;W;E (1);
2019.01.14. 7:00;0,000;W;E (1);
2019.01.14. 7:15;0,000;W;E (1);
2019.01.14. 7:30;0,299;W;E (1);
2019.01.14. 7:45;2,594;W;E (1);
2019.01.14. 8:00;11,973;W;E (1);
2019.01.14. 8:15;20,055;W;E (1);
2019.01.14. 8:30;49,589;W;E (1);
2019.01.14. 8:45;103,769;W;E (1);
2019.01.14. 9:00;78,924;W;E (1);
2019.01.14. 9:15;146,474;W;E (1);
2019.01.14. 9:30;146,972;W;E (1);
2019.01.14. 9:45;98,181;W;E (1);
2019.01.14. 10:00;151,562;W;E (1);
2019.01.14. 10:15;165,930;W;E (1);
2019.01.14. 10:30;130,808;W;E (1);
