 MAVIR MKp - Adatok letõltése;
;
Létrehozás dátuma: 2019.06.04.;
Létrehozás idõpontja: 8:52;
Adatok letõltése az alábbi helyrõl:;EONEROMU;
;
Mérési pont ID + Mutatószám(ok);
1: HU000120B11-U-NAPE-SZIGVA-0400-32 // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) (DPID: 16691) // 2.29.99.128  TG15 A-;

Egyedi értékek;
Mérési idõszak (perc);15;;;;
Mennyiségi egység;kW;;;;
Dátum / idõ;1. Adatsor;Állapot;Hihetoség;
2019.01.02. 1:15;0,000;W;E (1);
2019.01.02. 1:30;0,000;W;E (1);
2019.01.02. 1:45;0,000;W;E (1);
2019.01.02. 2:00;0,000;W;E (1);
2019.01.02. 2:15;0,000;W;E (1);
2019.01.02. 2:30;0,000;W;E (1);
2019.01.02. 2:45;0,000;W;E (1);
2019.01.02. 3:00;0,000;W;E (1);
2019.01.02. 3:15;0,000;W;E (1);
2019.01.02. 3:30;0,000;W;E (1);
2019.01.02. 3:45;0,000;W;E (1);
2019.01.02. 4:00;0,000;W;E (1);
2019.01.02. 4:15;0,000;W;E (1);
2019.01.02. 4:30;0,000;W;E (1);
2019.01.02. 4:45;0,000;W;E (1);
2019.01.02. 5:00;0,000;W;E (1);
2019.01.02. 5:15;0,000;W;E (1);
2019.01.02. 5:30;0,000;W;E (1);
2019.01.02. 5:45;0,000;W;E (1);
2019.01.02. 6:00;0,000;W;E (1);
2019.01.02. 6:15;0,000;W;E (1);
2019.01.02. 6:30;0,000;W;E (1);
2019.01.02. 6:45;0,000;W;E (1);
2019.01.02. 7:00;0,000;W;E (1);
2019.01.02. 7:15;0,000;W;E (1);
2019.01.02. 7:30;0,000;W;E (1);
2019.01.02. 7:45;2,394;W;E (1);
2019.01.02. 8:00;12,272;W;E (1);
2019.01.02. 8:15;17,561;W;E (1);
2019.01.02. 8:30;12,272;W;E (1);
2019.01.02. 8:45;87,305;W;E (1);
2019.01.02. 9:00;110,953;W;E (1);
2019.01.02. 9:15;170,520;W;E (1);
2019.01.02. 9:30;92,793;W;E (1);
2019.01.02. 9:45;89,002;W;E (1);
2019.01.02. 10:00;152,859;W;E (1);
2019.01.02. 10:15;80,920;W;E (1);
2019.01.02. 10:30;141,784;W;E (1);
2019.01.02. 10:45;117,338;W;E (1);
2019.01.02. 11:00;102,472;W;E (1);
2019.01.02. 11:15;131,108;W;E (1);
2019.01.02. 11:30;226,695;W;E (1);
2019.01.02. 11:45;274,888;W;E (1);
2019.01.02. 12:00;288,358;W;E (1);
2019.01.02. 12:15;134,999;W;E (1);
2019.01.02. 12:30;77,527;W;E (1);
2019.01.02. 12:45;122,926;W;E (1);
2019.01.02. 13:00;161,640;W;E (1);
2019.01.02. 13:15;179,500;W;E (1);
2019.01.02. 13:30;167,327;W;E (1);
2019.01.02. 13:45;146,074;W;E (1);
2019.01.02. 14:00;79,223;W;E (1);
2019.01.02. 14:15;60,964;W;E (1);
2019.01.02. 14:30;69,645;W;E (1);
2019.01.02. 14:45;65,654;W;E (1);
2019.01.02. 15:00;105,764;W;E (1);
2019.01.02. 15:15;71,940;W;E (1);
2019.01.02. 15:30;20,853;W;E (1);
2019.01.02. 15:45;4,091;W;E (1);
2019.01.02. 16:00;1,796;W;E (1);
2019.01.02. 16:15;0,299;W;E (1);
2019.01.02. 16:30;0,100;W;E (1);
2019.01.02. 16:45;0,000;W;E (1);
2019.01.02. 17:00;0,000;W;E (1);
2019.01.02. 17:15;0,000;W;E (1);
2019.01.02. 17:30;0,000;W;E (1);
2019.01.02. 17:45;0,000;W;E (1);
2019.01.02. 18:00;0,000;W;E (1);
2019.01.02. 18:15;0,000;W;E (1);
2019.01.02. 18:30;0,000;W;E (1);
2019.01.02. 18:45;0,000;W;E (1);
2019.01.02. 19:00;0,000;W;E (1);
2019.01.02. 19:15;0,000;W;E (1);
2019.01.02. 19:30;0,000;W;E (1);
2019.01.02. 19:45;0,000;W;E (1);
2019.01.02. 20:00;0,000;W;E (1);
2019.01.02. 20:15;0,000;W;E (1);
2019.01.02. 20:30;0,000;W;E (1);
2019.01.02. 20:45;0,000;W;E (1);
2019.01.02. 21:00;0,000;W;E (1);
2019.01.02. 21:15;0,000;m;E (1);
2019.01.02. 21:30;0,000;W;E (1);
2019.01.02. 21:45;0,000;W;E (1);
2019.01.02. 22:00;0,000;W;E (1);
2019.01.02. 22:15;0,000;W;E (1);
2019.01.02. 22:30;0,000;W;E (1);
2019.01.02. 22:45;0,000;W;E (1);
2019.01.02. 23:00;0,000;W;E (1);
2019.01.02. 23:15;0,000;W;E (1);
2019.01.02. 23:30;0,000;W;E (1);
2019.01.02. 23:45;0,000;W;E (1);
2019.01.03. 0:00;0,000;W;E (1);
2019.01.03. 0:15;0,000;W;E (1);
2019.01.03. 0:30;0,000;W;E (1);
2019.01.03. 0:45;0,000;W;E (1);
2019.01.03. 1:00;0,000;W;E (1);
2019.01.03. 1:15;0,000;W;E (1);
2019.01.03. 1:30;0,000;W;E (1);
2019.01.03. 1:45;0,000;W;E (1);
2019.01.03. 2:00;0,000;W;E (1);
2019.01.03. 2:15;0,000;W;E (1);
2019.01.03. 2:30;0,000;W;E (1);
2019.01.03. 2:45;0,000;W;E (1);
2019.01.03. 3:00;0,000;W;E (1);
2019.01.03. 3:15;0,000;W;E (1);
2019.01.03. 3:30;0,000;W;E (1);
2019.01.03. 3:45;0,000;W;E (1);
2019.01.03. 4:00;0,000;W;E (1);
2019.01.03. 4:15;0,000;W;E (1);
2019.01.03. 4:30;0,000;W;E (1);
2019.01.03. 4:45;0,000;W;E (1);
2019.01.03. 5:00;0,000;W;E (1);
2019.01.03. 5:15;0,000;W;E (1);
2019.01.03. 5:30;0,000;W;E (1);
2019.01.03. 5:45;0,000;W;E (1);
2019.01.03. 6:00;0,000;W;E (1);
2019.01.03. 6:15;0,000;W;E (1);
2019.01.03. 6:30;0,000;W;E (1);
2019.01.03. 6:45;0,000;W;E (1);
2019.01.03. 7:00;0,000;W;E (1);
2019.01.03. 7:15;0,000;W;E (1);
2019.01.03. 7:30;0,100;W;E (1);
2019.01.03. 7:45;1,896;W;E (1);
2019.01.03. 8:00;6,485;W;E (1);
2019.01.03. 8:15;23,647;W;E (1);
2019.01.03. 8:30;34,224;W;E (1);
2019.01.03. 8:45;64,257;W;E (1);
2019.01.03. 9:00;77,926;W;E (1);
2019.01.03. 9:15;61,962;W;E (1);
2019.01.03. 9:30;68,846;W;E (1);
2019.01.03. 9:45;71,441;W;E (1);
2019.01.03. 10:00;50,188;W;E (1);
2019.01.03. 10:15;74,334;W;E (1);
2019.01.03. 10:30;83,514;W;E (1);
2019.01.03. 10:45;81,718;W;E (1);
2019.01.03. 11:00;47,494;W;E (1);
2019.01.03. 11:15;46,995;W;E (1);
2019.01.03. 11:30;95,587;W;E (1);
2019.01.03. 11:45;159,744;W;E (1);
2019.01.03. 12:00;112,749;W;E (1);
2019.01.03. 12:15;192,272;W;E (1);
2019.01.03. 12:30;217,516;W;E (1);
2019.01.03. 12:45;141,285;W;E (1);
2019.01.03. 13:00;257,127;W;E (1);
2019.01.03. 13:15;238,369;W;E (1);
2019.01.03. 13:30;195,265;W;E (1);
2019.01.03. 13:45;181,795;W;E (1);
2019.01.03. 14:00;182,294;W;E (1);
2019.01.03. 14:15;137,693;W;E (1);
2019.01.03. 14:30;52,184;W;E (1);
2019.01.03. 14:45;74,733;W;E (1);
2019.01.03. 15:00;47,294;W;E (1);
2019.01.03. 15:15;68,747;W;E (1);
2019.01.03. 15:30;51,685;W;E (1);
2019.01.03. 15:45;22,150;W;E (1);
2019.01.03. 16:00;10,776;W;E (1);
2019.01.03. 16:15;1,796;W;E (1);
2019.01.03. 16:30;0,100;W;E (1);
2019.01.03. 16:45;0,000;W;E (1);
2019.01.03. 17:00;0,000;W;E (1);
2019.01.03. 17:15;0,000;W;E (1);
2019.01.03. 17:30;0,000;W;E (1);
2019.01.03. 17:45;0,000;W;E (1);
2019.01.03. 18:00;0,000;W;E (1);
2019.01.03. 18:15;0,000;W;E (1);
2019.01.03. 18:30;0,000;W;E (1);
2019.01.03. 18:45;0,000;W;E (1);
2019.01.03. 19:00;0,000;W;E (1);
2019.01.03. 19:15;0,000;W;E (1);
2019.01.03. 19:30;0,000;W;E (1);
2019.01.03. 19:45;0,000;W;E (1);
2019.01.03. 20:00;0,000;W;E (1);
2019.01.03. 20:15;0,000;W;E (1);
2019.01.03. 20:30;0,000;W;E (1);
2019.01.03. 20:45;0,000;W;E (1);
2019.01.03. 21:00;0,000;W;E (1);
2019.01.03. 21:15;0,000;W;E (1);
2019.01.03. 21:30;0,000;W;E (1);
2019.01.03. 21:45;0,000;W;E (1);
2019.01.03. 22:00;0,000;W;E (1);
2019.01.03. 22:15;0,000;W;E (1);
2019.01.03. 22:30;0,000;W;E (1);
2019.01.03. 22:45;0,000;W;E (1);
2019.01.03. 23:00;0,000;W;E (1);
2019.01.03. 23:15;0,000;W;E (1);
2019.01.03. 23:30;0,000;W;E (1);
2019.01.03. 23:45;0,000;W;E (1);
2019.01.04. 0:00;0,000;W;E (1);
2019.01.04. 0:15;0,000;W;E (1);
2019.01.04. 0:30;0,000;W;E (1);
2019.01.04. 0:45;0,000;W;E (1);
2019.01.04. 1:00;0,000;W;E (1);
2019.01.04. 1:15;0,000;W;E (1);
2019.01.04. 1:30;0,000;W;E (1);
2019.01.04. 1:45;0,000;W;E (1);
2019.01.04. 2:00;0,000;W;E (1);
2019.01.04. 2:15;0,000;W;E (1);
2019.01.04. 2:30;0,000;W;E (1);
2019.01.04. 2:45;0,000;W;E (1);
2019.01.04. 3:00;0,000;W;E (1);
2019.01.04. 3:15;0,000;W;E (1);
2019.01.04. 3:30;0,000;W;E (1);
2019.01.04. 3:45;0,000;W;E (1);
2019.01.04. 4:00;0,000;W;E (1);
2019.01.04. 4:15;0,000;W;E (1);
2019.01.04. 4:30;0,000;W;E (1);
2019.01.04. 4:45;0,000;W;E (1);
2019.01.04. 5:00;0,000;W;E (1);
2019.01.04. 5:15;0,000;W;E (1);
2019.01.04. 5:30;0,000;W;E (1);
2019.01.04. 5:45;0,000;W;E (1);
2019.01.04. 6:00;0,000;W;E (1);
2019.01.04. 6:15;0,000;W;E (1);
2019.01.04. 6:30;0,000;W;E (1);
2019.01.04. 6:45;0,000;W;E (1);
2019.01.04. 7:00;0,000;W;E (1);
2019.01.04. 7:15;0,000;W;E (1);
2019.01.04. 7:30;0,000;W;E (1);
2019.01.04. 7:45;0,199;W;E (1);
2019.01.04. 8:00;0,998;W;E (1);
2019.01.04. 8:15;2,893;W;E (1);
2019.01.04. 8:30;5,986;W;E (1);
2019.01.04. 8:45;10,476;W;E (1);
2019.01.04. 9:00;23,547;W;E (1);
2019.01.04. 9:15;32,228;W;E (1);
2019.01.04. 9:30;41,308;W;E (1);
2019.01.04. 9:45;48,891;W;E (1);
2019.01.04. 10:00;55,376;W;E (1);
2019.01.04. 10:15;57,671;W;E (1);
2019.01.04. 10:30;66,152;W;E (1);
2019.01.04. 10:45;79,822;W;E (1);
2019.01.04. 11:00;89,401;W;E (1);
2019.01.04. 11:15;93,192;W;E (1);
2019.01.04. 11:30;93,492;W;E (1);
2019.01.04. 11:45;108,558;W;E (1);
2019.01.04. 12:00;106,463;W;E (1);
2019.01.04. 12:15;108,857;W;E (1);
2019.01.04. 12:30;150,564;W;E (1);
2019.01.04. 12:45;175,409;W;E (1);
2019.01.04. 13:00;81,518;W;E (1);
2019.01.04. 13:15;29,334;W;E (1);
2019.01.04. 13:30;44,700;W;E (1);
2019.01.04. 13:45;23,946;W;E (1);
2019.01.04. 14:00;28,137;W;E (1);
2019.01.04. 14:15;22,250;W;E (1);
2019.01.04. 14:30;19,357;W;E (1);
2019.01.04. 14:45;13,869;W;E (1);
2019.01.04. 15:00;15,066;W;E (1);
2019.01.04. 15:15;12,672;W;E (1);
2019.01.04. 15:30;6,884;W;E (1);
2019.01.04. 15:45;5,587;W;E (1);
2019.01.04. 16:00;4,390;W;E (1);
2019.01.04. 16:15;2,394;W;E (1);
2019.01.04. 16:30;0,100;W;E (1);
2019.01.04. 16:45;0,000;W;E (1);
2019.01.04. 17:00;0,000;W;E (1);
2019.01.04. 17:15;0,000;W;E (1);
2019.01.04. 17:30;0,000;W;E (1);
2019.01.04. 17:45;0,000;W;E (1);
2019.01.04. 18:00;0,000;W;E (1);
2019.01.04. 18:15;0,000;W;E (1);
2019.01.04. 18:30;0,000;W;E (1);
2019.01.04. 18:45;0,000;W;E (1);
2019.01.04. 19:00;0,000;W;E (1);
2019.01.04. 19:15;0,000;W;E (1);
2019.01.04. 19:30;0,000;W;E (1);
2019.01.04. 19:45;0,000;W;E (1);
2019.01.04. 20:00;0,000;W;E (1);
2019.01.04. 20:15;0,000;W;E (1);
2019.01.04. 20:30;0,000;W;E (1);
2019.01.04. 20:45;0,000;W;E (1);
2019.01.04. 21:00;0,000;W;E (1);
2019.01.04. 21:15;0,000;W;E (1);
2019.01.04. 21:30;0,000;W;E (1);
2019.01.04. 21:45;0,000;W;E (1);
2019.01.04. 22:00;0,000;W;E (1);
2019.01.04. 22:15;0,000;W;E (1);
2019.01.04. 22:30;0,000;W;E (1);
2019.01.04. 22:45;0,000;W;E (1);
2019.01.04. 23:00;0,000;W;E (1);
2019.01.04. 23:15;0,000;W;E (1);
2019.01.04. 23:30;0,000;W;E (1);
2019.01.04. 23:45;0,000;W;E (1);
2019.01.05. 0:00;0,000;W;E (1);
2019.01.05. 0:15;0,000;W;E (1);
2019.01.05. 0:30;0,000;W;E (1);
2019.01.05. 0:45;0,000;W;E (1);
2019.01.05. 1:00;0,000;W;E (1);
2019.01.05. 1:15;0,000;W;E (1);
2019.01.05. 1:30;0,000;W;E (1);
2019.01.05. 1:45;0,000;W;E (1);
2019.01.05. 2:00;0,000;W;E (1);
2019.01.05. 2:15;0,000;W;E (1);
2019.01.05. 2:30;0,000;W;E (1);
2019.01.05. 2:45;0,000;W;E (1);
2019.01.05. 3:00;0,000;W;E (1);
2019.01.05. 3:15;0,000;W;E (1);
2019.01.05. 3:30;0,000;W;E (1);
2019.01.05. 3:45;0,000;W;E (1);
2019.01.05. 4:00;0,000;W;E (1);
2019.01.05. 4:15;0,000;W;E (1);
2019.01.05. 4:30;0,000;W;E (1);
2019.01.05. 4:45;0,000;W;E (1);
2019.01.05. 5:00;0,000;W;E (1);
2019.01.05. 5:15;0,000;W;E (1);
2019.01.05. 5:30;0,000;W;E (1);
2019.01.05. 5:45;0,000;W;E (1);
2019.01.05. 6:00;0,000;W;E (1);
2019.01.05. 6:15;0,000;W;E (1);
2019.01.05. 6:30;0,000;W;E (1);
2019.01.05. 6:45;0,000;W;E (1);
2019.01.05. 7:00;0,000;W;E (1);
2019.01.05. 7:15;0,000;W;E (1);
2019.01.05. 7:30;0,000;W;E (1);
2019.01.05. 7:45;0,000;W;E (1);
2019.01.05. 8:00;0,000;W;E (1);
2019.01.05. 8:15;0,399;W;E (1);
2019.01.05. 8:30;0,698;W;E (1);
2019.01.05. 8:45;0,798;W;E (1);
2019.01.05. 9:00;1,097;W;E (1);
2019.01.05. 9:15;1,796;W;E (1);
2019.01.05. 9:30;3,991;W;E (1);
2019.01.05. 9:45;5,887;W;E (1);
2019.01.05. 10:00;5,587;W;E (1);
2019.01.05. 10:15;6,386;W;E (1);
2019.01.05. 10:30;6,785;W;E (1);
2019.01.05. 10:45;4,290;W;E (1);
2019.01.05. 11:00;4,689;W;E (1);
2019.01.05. 11:15;4,390;W;E (1);
2019.01.05. 11:30;6,286;W;E (1);
2019.01.05. 11:45;9,678;W;E (1);
2019.01.05. 12:00;4,989;W;E (1);
2019.01.05. 12:15;3,292;W;E (1);
2019.01.05. 12:30;2,694;W;E (1);
2019.01.05. 12:45;2,594;W;E (1);
2019.01.05. 13:00;1,696;W;E (1);
2019.01.05. 13:15;1,995;W;E (1);
2019.01.05. 13:30;1,596;W;E (1);
2019.01.05. 13:45;1,297;W;E (1);
2019.01.05. 14:00;1,596;W;E (1);
2019.01.05. 14:15;0,798;W;E (1);
2019.01.05. 14:30;0,698;W;E (1);
2019.01.05. 14:45;0,499;W;E (1);
2019.01.05. 15:00;0,299;W;E (1);
2019.01.05. 15:15;0,199;W;E (1);
2019.01.05. 15:30;0,000;W;E (1);
2019.01.05. 15:45;0,000;W;E (1);
2019.01.05. 16:00;0,000;W;E (1);
2019.01.05. 16:15;0,000;W;E (1);
2019.01.05. 16:30;0,000;W;E (1);
2019.01.05. 16:45;0,000;W;E (1);
2019.01.05. 17:00;0,000;W;E (1);
2019.01.05. 17:15;0,000;W;E (1);
2019.01.05. 17:30;0,000;W;E (1);
2019.01.05. 17:45;0,000;W;E (1);
2019.01.05. 18:00;0,000;W;E (1);
2019.01.05. 18:15;0,000;W;E (1);
2019.01.05. 18:30;0,000;W;E (1);
2019.01.05. 18:45;0,000;W;E (1);
2019.01.05. 19:00;0,000;W;E (1);
2019.01.05. 19:15;0,000;W;E (1);
2019.01.05. 19:30;0,000;W;E (1);
2019.01.05. 19:45;0,000;W;E (1);
2019.01.05. 20:00;0,000;W;E (1);
2019.01.05. 20:15;0,000;W;E (1);
2019.01.05. 20:30;0,000;W;E (1);
2019.01.05. 20:45;0,000;W;E (1);
2019.01.05. 21:00;0,000;W;E (1);
2019.01.05. 21:15;0,000;W;E (1);
2019.01.05. 21:30;0,000;W;E (1);
2019.01.05. 21:45;0,000;W;E (1);
2019.01.05. 22:00;0,000;W;E (1);
2019.01.05. 22:15;0,000;W;E (1);
2019.01.05. 22:30;0,000;W;E (1);
2019.01.05. 22:45;0,000;W;E (1);
2019.01.05. 23:00;0,000;W;E (1);
2019.01.05. 23:15;0,000;W;E (1);
2019.01.05. 23:30;0,000;W;E (1);
2019.01.05. 23:45;0,000;W;E (1);
2019.01.06. 0:00;0,000;W;E (1);
2019.01.06. 0:15;0,000;W;E (1);
2019.01.06. 0:30;0,000;W;E (1);
2019.01.06. 0:45;0,000;W;E (1);
2019.01.06. 1:00;0,000;W;E (1);
2019.01.06. 1:15;0,000;W;E (1);
2019.01.06. 1:30;0,000;W;E (1);
2019.01.06. 1:45;0,000;W;E (1);
2019.01.06. 2:00;0,000;W;E (1);
2019.01.06. 2:15;0,000;W;E (1);
2019.01.06. 2:30;0,000;W;E (1);
2019.01.06. 2:45;0,000;W;E (1);
2019.01.06. 3:00;0,000;W;E (1);
2019.01.06. 3:15;0,000;W;E (1);
2019.01.06. 3:30;0,000;W;E (1);
2019.01.06. 3:45;0,000;W;E (1);
2019.01.06. 4:00;0,000;W;E (1);
2019.01.06. 4:15;0,000;W;E (1);
2019.01.06. 4:30;0,000;W;E (1);
2019.01.06. 4:45;0,000;W;E (1);
2019.01.06. 5:00;0,000;W;E (1);
2019.01.06. 5:15;0,000;W;E (1);
2019.01.06. 5:30;0,000;W;E (1);
2019.01.06. 5:45;0,000;W;E (1);
2019.01.06. 6:00;0,000;W;E (1);
2019.01.06. 6:15;0,000;W;E (1);
2019.01.06. 6:30;0,000;W;E (1);
2019.01.06. 6:45;0,000;W;E (1);
2019.01.06. 7:00;0,000;W;E (1);
2019.01.06. 7:15;0,000;W;E (1);
2019.01.06. 7:30;0,000;W;E (1);
2019.01.06. 7:45;1,696;W;E (1);
2019.01.06. 8:00;5,986;W;E (1);
2019.01.06. 8:15;9,479;W;E (1);
2019.01.06. 8:30;14,368;W;E (1);
2019.01.06. 8:45;21,053;W;E (1);
2019.01.06. 9:00;24,146;W;E (1);
2019.01.06. 9:15;47,694;W;E (1);
2019.01.06. 9:30;75,432;W;E (1);
2019.01.06. 9:45;93,192;W;E (1);
2019.01.06. 10:00;49,190;W;E (1);
2019.01.06. 10:15;51,186;W;E (1);
2019.01.06. 10:30;59,467;W;E (1);
2019.01.06. 10:45;60,665;W;E (1);
2019.01.06. 11:00;60,764;W;E (1);
2019.01.06. 11:15;49,988;W;E (1);
2019.01.06. 11:30;50,088;W;E (1);
2019.01.06. 11:45;107,660;W;E (1);
2019.01.06. 12:00;242,660;W;E (1);
2019.01.06. 12:15;350,719;W;E (1);
2019.01.06. 12:30;252,538;W;E (1);
2019.01.06. 12:45;319,488;W;E (1);
2019.01.06. 13:00;285,564;W;E (1);
2019.01.06. 13:15;257,028;W;E (1);
2019.01.06. 13:30;225,697;W;E (1);
2019.01.06. 13:45;186,484;W;E (1);
2019.01.06. 14:00;85,310;W;E (1);
2019.01.06. 14:15;122,726;W;E (1);
2019.01.06. 14:30;177,405;W;E (1);
2019.01.06. 14:45;96,984;W;E (1);
2019.01.06. 15:00;101,574;W;E (1);
2019.01.06. 15:15;21,851;W;E (1);
2019.01.06. 15:30;16,264;W;E (1);
2019.01.06. 15:45;10,975;W;E (1);
2019.01.06. 16:00;3,292;W;E (1);
2019.01.06. 16:15;0,598;W;E (1);
2019.01.06. 16:30;0,000;W;E (1);
2019.01.06. 16:45;0,000;W;E (1);
2019.01.06. 17:00;0,000;W;E (1);
2019.01.06. 17:15;0,000;W;E (1);
2019.01.06. 17:30;0,000;W;E (1);
2019.01.06. 17:45;0,000;W;E (1);
2019.01.06. 18:00;0,000;W;E (1);
2019.01.06. 18:15;0,000;W;E (1);
2019.01.06. 18:30;0,000;W;E (1);
2019.01.06. 18:45;0,000;W;E (1);
2019.01.06. 19:00;0,000;W;E (1);
2019.01.06. 19:15;0,000;W;E (1);
2019.01.06. 19:30;0,000;W;E (1);
2019.01.06. 19:45;0,000;W;E (1);
2019.01.06. 20:00;0,000;W;E (1);
2019.01.06. 20:15;0,000;W;E (1);
2019.01.06. 20:30;0,000;W;E (1);
2019.01.06. 20:45;0,000;W;E (1);
2019.01.06. 21:00;0,000;W;E (1);
2019.01.06. 21:15;0,000;W;E (1);
2019.01.06. 21:30;0,000;W;E (1);
2019.01.06. 21:45;0,000;W;E (1);
2019.01.06. 22:00;0,000;W;E (1);
2019.01.06. 22:15;0,000;W;E (1);
2019.01.06. 22:30;0,000;W;E (1);
2019.01.06. 22:45;0,000;W;E (1);
2019.01.06. 23:00;0,000;W;E (1);
2019.01.06. 23:15;0,000;W;E (1);
2019.01.06. 23:30;0,000;W;E (1);
2019.01.06. 23:45;0,000;W;E (1);
2019.01.07. 0:00;0,000;W;E (1);
2019.01.07. 0:15;0,000;W;E (1);
2019.01.07. 0:30;0,000;W;E (1);
2019.01.07. 0:45;0,000;W;E (1);
2019.01.07. 1:00;0,000;W;E (1);
2019.01.07. 1:15;0,000;W;E (1);
2019.01.07. 1:30;0,000;W;E (1);
2019.01.07. 1:45;0,000;W;E (1);
2019.01.07. 2:00;0,000;W;E (1);
2019.01.07. 2:15;0,000;W;E (1);
2019.01.07. 2:30;0,000;W;E (1);
2019.01.07. 2:45;0,000;W;E (1);
2019.01.07. 3:00;0,000;W;E (1);
2019.01.07. 3:15;0,000;W;E (1);
2019.01.07. 3:30;0,000;W;E (1);
2019.01.07. 3:45;0,000;W;E (1);
2019.01.07. 4:00;0,000;W;E (1);
2019.01.07. 4:15;0,000;W;E (1);
2019.01.07. 4:30;0,000;W;E (1);
2019.01.07. 4:45;0,000;W;E (1);
2019.01.07. 5:00;0,000;W;E (1);
2019.01.07. 5:15;0,000;W;E (1);
2019.01.07. 5:30;0,000;W;E (1);
2019.01.07. 5:45;0,000;W;E (1);
2019.01.07. 6:00;0,000;W;E (1);
2019.01.07. 6:15;0,000;W;E (1);
2019.01.07. 6:30;0,000;W;E (1);
2019.01.07. 6:45;0,000;W;E (1);
2019.01.07. 7:00;0,000;W;E (1);
2019.01.07. 7:15;0,000;W;E (1);
2019.01.07. 7:30;0,000;W;E (1);
2019.01.07. 7:45;0,000;W;E (1);
2019.01.07. 8:00;0,299;W;E (1);
2019.01.07. 8:15;2,494;W;E (1);
2019.01.07. 8:30;7,084;W;E (1);
2019.01.07. 8:45;10,277;W;E (1);
2019.01.07. 9:00;13,769;W;E (1);
2019.01.07. 9:15;17,162;W;E (1);
2019.01.07. 9:30;20,754;W;E (1);
2019.01.07. 9:45;25,942;W;E (1);
2019.01.07. 10:00;42,904;W;E (1);
2019.01.07. 10:15;109,157;W;E (1);
2019.01.07. 10:30;177,504;W;E (1);
2019.01.07. 10:45;210,332;W;E (1);
2019.01.07. 11:00;246,850;W;E (1);
2019.01.07. 11:15;280,076;W;E (1);
2019.01.07. 11:30;307,316;W;E (1);
2019.01.07. 11:45;323,779;W;E (1);
2019.01.07. 12:00;330,264;W;E (1);
2019.01.07. 12:15;330,464;W;E (1);
2019.01.07. 12:30;322,282;W;E (1);
2019.01.07. 12:45;305,320;W;E (1);
2019.01.07. 13:00;281,573;W;E (1);
2019.01.07. 13:15;246,551;W;E (1);
2019.01.07. 13:30;208,835;W;E (1);
2019.01.07. 13:45;184,589;W;E (1);
2019.01.07. 14:00;173,214;W;E (1);
2019.01.07. 14:15;160,243;W;E (1);
2019.01.07. 14:30;147,870;W;E (1);
2019.01.07. 14:45;130,010;W;E (1);
2019.01.07. 15:00;111,452;W;E (1);
2019.01.07. 15:15;91,895;W;E (1);
2019.01.07. 15:30;71,341;W;E (1);
2019.01.07. 15:45;42,705;W;E (1);
2019.01.07. 16:00;10,676;W;E (1);
2019.01.07. 16:15;3,093;W;E (1);
2019.01.07. 16:30;0,499;W;E (1);
2019.01.07. 16:45;0,000;W;E (1);
2019.01.07. 17:00;0,000;W;E (1);
2019.01.07. 17:15;0,000;W;E (1);
2019.01.07. 17:30;0,000;W;E (1);
2019.01.07. 17:45;0,000;W;E (1);
2019.01.07. 18:00;0,000;W;E (1);
2019.01.07. 18:15;0,000;W;E (1);
2019.01.07. 18:30;0,000;W;E (1);
2019.01.07. 18:45;0,000;W;E (1);
2019.01.07. 19:00;0,000;W;E (1);
2019.01.07. 19:15;0,000;W;E (1);
2019.01.07. 19:30;0,000;W;E (1);
2019.01.07. 19:45;0,000;W;E (1);
2019.01.07. 20:00;0,000;W;E (1);
2019.01.07. 20:15;0,000;W;E (1);
2019.01.07. 20:30;0,000;W;E (1);
2019.01.07. 20:45;0,000;W;E (1);
2019.01.07. 21:00;0,000;W;E (1);
2019.01.07. 21:15;0,000;W;E (1);
2019.01.07. 21:30;0,000;W;E (1);
2019.01.07. 21:45;0,000;W;E (1);
2019.01.07. 22:00;0,000;W;E (1);
2019.01.07. 22:15;0,000;W;E (1);
2019.01.07. 22:30;0,000;W;E (1);
2019.01.07. 22:45;0,000;W;E (1);
2019.01.07. 23:00;0,000;W;E (1);
2019.01.07. 23:15;0,000;W;E (1);
2019.01.07. 23:30;0,000;W;E (1);
2019.01.07. 23:45;0,000;W;E (1);
2019.01.08. 0:00;0,000;W;E (1);
2019.01.08. 0:15;0,000;W;E (1);
2019.01.08. 0:30;0,000;W;E (1);
2019.01.08. 0:45;0,000;W;E (1);
2019.01.08. 1:00;0,000;W;E (1);
2019.01.08. 1:15;0,000;W;E (1);
2019.01.08. 1:30;0,000;W;E (1);
2019.01.08. 1:45;0,000;W;E (1);
2019.01.08. 2:00;0,000;W;E (1);
2019.01.08. 2:15;0,000;W;E (1);
2019.01.08. 2:30;0,000;W;E (1);
2019.01.08. 2:45;0,000;W;E (1);
2019.01.08. 3:00;0,000;W;E (1);
2019.01.08. 3:15;0,000;W;E (1);
2019.01.08. 3:30;0,000;W;E (1);
2019.01.08. 3:45;0,000;W;E (1);
2019.01.08. 4:00;0,000;W;E (1);
2019.01.08. 4:15;0,000;W;E (1);
2019.01.08. 4:30;0,000;W;E (1);
2019.01.08. 4:45;0,000;W;E (1);
2019.01.08. 5:00;0,000;W;E (1);
2019.01.08. 5:15;0,000;W;E (1);
2019.01.08. 5:30;0,000;W;E (1);
2019.01.08. 5:45;0,000;W;E (1);
